theta_1,theta_2,dtheta_1,dtheta_2
-3.0864073139595187,1.9022786227275335,-0.2969745157634096,1.2936491173799014
-3.0973194957301518,1.9548982516045812,-0.12285303018349224,0.8089352024374195
-3.0973861359371897,1.982983069463505,0.12951342649874076,0.31317443406690015
-3.083825779876374,1.986179986221487,0.4143842906005637,-0.18462350621451543
-3.0561846472489895,1.9646886911269597,0.6851909104342395,-0.6724825918174808
-3.016251629904464,1.9192360652780247,0.8995365546894383,-1.1424124845042374
-2.967776582522562,1.8507274155465214,1.02123154775011,-1.595960253116359
-2.916242528046624,1.7596904740256523,1.0157825968998158,-2.0469162628012176
-2.8690383679007603,1.6456393059554,0.8390781776145159,-2.522113393546748
-2.836328955076251,1.5064110686027863,0.42128732999091534,-3.0618161387851655
-2.8327532417866124,1.337524972687613,-0.3485890549312257,-3.7174250388800867
0.87326118236868,2.4615285941763343,4.371943864762603,0.5330417007704269
1.0732398883054117,2.4703299388026574,3.6308986653795476,-0.14324987167015668
1.2366391062454551,2.4506155655927286,2.9060785472758712,-0.6148913995009422
1.3636885862561254,2.4115351135422793,2.171686795667008,-0.9247012847087382
1.4531781658923217,2.3601885623740224,1.4002205002759553,-1.1119824226003667
1.5029506767551635,2.3016984910540876,0.5843023870870744,-1.2178808159543197
1.511265366274073,2.2389374484476012,-0.2511797359285606,-1.291824425265369
1.4783957200881106,2.17210922773409,-1.0524330006178158,-1.390110535076805
1.4077187696515052,2.0986101141903504,-1.751938284829955,-1.5669443273450878
1.3060209821358049,2.0133991173260326,-2.2824977377303255,-1.864033612754551
1.1833275689441003,1.909824178053213,-2.5815112484673457,-2.3033707933429493
-0.38113812458918417,-1.2741488973089312,4.622276106874192,-4.2985655232038
-0.18492099919241484,-1.458884913266615,3.389965925980318,-3.1841943395678003
-0.03130924275215129,-1.59810766155517,2.8282301686169804,-2.4157369366678023
0.10346034362876468,-1.7022326835953556,2.605463362155096,-1.7576882239030454
0.23269211748333157,-1.7741568321266985,2.5912873309191595,-1.118119056362774
0.36468778604085,-1.8137341181043074,2.7027872939508932,-0.46114129786900987
0.5036288877970764,-1.8199969785523755,2.8529649980782303,0.21106914712173713
